Unnamed: 0,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
2800521,9049349,HW194233,03/16/2013 03:30:00 AM,007XX E 111TH ST,0560,ASSAULT,SIMPLE,POLICE FACILITY/VEH PARKING LOT,True,False,531,5.0,9.0,50.0,08A,1183356.0,1831503.0,2013,02/04/2016 06:33:39 AM,41.692833841,-87.60431945,"(41.692833841, -87.60431945)"
2621955,8760856,HV435458,08/18/2012 01:35:00 AM,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,True,False,1832,18.0,42.0,8.0,11,1176223.0,1905805.0,2012,02/04/2016 06:33:39 AM,41.896888586,-87.628203192,"(41.896888586, -87.628203192)"
3078906,9502217,HX157099,02/16/2014 10:00:00 PM,016XX N MILWAUKEE AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,False,False,1434,14.0,32.0,24.0,02,1162493.0,1910853.0,2014,02/04/2016 06:33:39 AM,41.911039255,-87.6784896,"(41.911039255, -87.6784896)"
3330820,10018684,HY207774,04/02/2015 11:28:00 AM,0000X S MAYFIELD AVE,3750,INTERFERENCE WITH PUBLIC OFFICER,ESCAPE,APARTMENT,True,False,1513,15.0,29.0,25.0,24,1137282.0,1899312.0,2015,08/17/2015 03:03:40 PM,41.879860127,-87.771384873,"(41.879860127, -87.771384873)"
3380197,10102967,HY292139,06/08/2015 12:09:00 AM,010XX E 132ND ST,143B,WEAPONS VIOLATION,UNLAWFUL POSS OTHER FIREARM,CHA APARTMENT,True,False,533,5.0,9.0,54.0,15,1185691.0,1818027.0,2015,08/17/2015 03:03:40 PM,41.655799306,-87.596192743,"(41.655799306, -87.596192743)"
2938325,9268022,HW413208,08/18/2013 04:14:00 PM,034XX W 71ST PL,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,True,False,831,8.0,18.0,66.0,24,1154774.0,1856990.0,2013,02/04/2016 06:33:39 AM,41.763390807,-87.708286534,"(41.763390807, -87.708286534)"
2457563,8501622,HV178598,03/01/2012 08:50:00 AM,005XX W MONROE ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,111,1.0,2.0,28.0,06,1172536.0,1899823.0,2012,02/04/2016 06:33:39 AM,41.880555964,-87.64192187,"(41.880555964, -87.64192187)"
3356007,10062397,HY250618,05/06/2015 06:00:00 PM,053XX S KEELER AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,False,False,815,8.0,23.0,62.0,05,1149273.0,1868834.0,2015,08/17/2015 03:03:40 PM,41.796000567,-87.728143542,"(41.796000567, -87.728143542)"
3395589,10130401,HY319133,06/28/2015 09:30:00 AM,031XX W FILLMORE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,RESIDENTIAL YARD (FRONT/BACK),True,False,1134,11.0,24.0,29.0,26,1155657.0,1895206.0,2015,08/17/2015 03:03:40 PM,41.868242867,-87.704024334,"(41.868242867, -87.704024334)"
3238306,9775552,HX425247,09/12/2014 08:11:00 AM,059XX W MADISON ST,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,True,False,1513,15.0,29.0,25.0,26,1137088.0,1899409.0,2014,02/04/2016 06:33:39 AM,41.880129791,-87.772094898,"(41.880129791, -87.772094898)"
2991392,9353801,HW497231,10/17/2013 09:30:00 PM,012XX N PAULINA ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,False,False,1424,14.0,1.0,24.0,11,1164923.0,1908716.0,2013,02/04/2016 06:33:39 AM,41.905123926,-87.669623386,"(41.905123926, -87.669623386)"
3400371,10138350,HY327223,07/04/2015 02:30:00 AM,089XX S MUSKEGON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,423,4.0,10.0,46.0,07,1196567.0,1846160.0,2015,08/17/2015 03:03:40 PM,41.732737009,-87.555467593,"(41.732737009, -87.555467593)"
3373871,10092707,HY281143,05/30/2015 01:11:00 PM,016XX W 89TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,2221,22.0,21.0,71.0,14,1166759.0,1845676.0,2015,08/17/2015 03:03:40 PM,41.732096206,-87.66468118,"(41.732096206, -87.66468118)"
3207814,9724863,HX374830,08/03/2014 08:00:00 AM,017XX W IRVING PARK RD,0610,BURGLARY,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,True,False,1912,19.0,47.0,6.0,05,1164237.0,1926615.0,2014,02/04/2016 06:33:39 AM,41.954254371,-87.671635862,"(41.954254371, -87.671635862)"
2644810,8796944,HV470883,09/11/2012 11:05:00 AM,006XX N TROY ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1313,12.0,27.0,23.0,08B,1155262.0,1904089.0,2012,02/04/2016 06:33:39 AM,41.892626649,-87.705235798,"(41.892626649, -87.705235798)"
6059429,10546740,HZ292457,06/03/2016 05:30:00 PM,027XX W FOSTER AVE,0560,ASSAULT,SIMPLE,OTHER,False,False,2031,20.0,40.0,4.0,08A,1157254.0,1934426.0,2016,06/10/2016 03:52:39 PM,41.97583327,-87.697093121,"(41.97583327, -87.697093121)"
4126988,10413751,HZ151661,02/14/2016 05:00:00 PM,025XX N AVERS AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2524,25.0,30.0,22.0,07,1150289.0,1916549.0,2016,02/21/2016 03:45:19 PM,41.926916525,-87.72317423,"(41.926916525, -87.72317423)"
3004919,9375797,HW519411,11/03/2013 08:00:00 AM,020XX W HASTINGS ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1233,12.0,2.0,28.0,14,1163032.0,1893723.0,2013,02/04/2016 06:33:39 AM,41.864021826,-87.676990834,"(41.864021826, -87.676990834)"
6218745,10794474,HZ565317,12/25/2016 06:00:00 PM,032XX N RIDGEWAY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1732,17.0,35.0,21.0,14,1150820.0,1921360.0,2016,01/01/2017 03:47:19 PM,41.940107924,-87.721096779,"(41.940107924, -87.721096779)"
3199899,9711816,HX361958,07/27/2014 01:07:00 AM,060XX S WHIPPLE ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,823,8.0,16.0,66.0,05,1157086.0,1864372.0,2014,02/04/2016 06:33:39 AM,41.7836017,-87.699613143,"(41.7836017, -87.699613143)"
3127257,9589466,HX240029,04/27/2014 09:30:00 AM,013XX W 107TH ST,0560,ASSAULT,SIMPLE,STREET,False,True,2234,22.0,34.0,75.0,08A,1169114.0,1833809.0,2014,02/04/2016 06:33:39 AM,41.699480819,-87.656395628,"(41.699480819, -87.656395628)"
3184704,9686437,HX336937,07/08/2014 02:00:00 AM,082XX S MARQUETTE AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,423,4.0,7.0,46.0,06,1195601.0,1850875.0,2014,02/04/2016 06:33:39 AM,41.745699259,-87.558850967,"(41.745699259, -87.558850967)"
2728270,8930104,HV601678,12/14/2012 02:55:00 AM,084XX S EXCHANGE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,False,423,4.0,10.0,46.0,08B,1197282.0,1849649.0,2012,02/04/2016 06:33:39 AM,41.742293339,-87.552732349,"(41.742293339, -87.552732349)"
6158857,10658581,HZ408062,08/26/2016 01:44:00 PM,061XX N MOZART ST,501A,OTHER OFFENSE,ANIMAL ABUSE/NEGLECT,STREET,True,False,2413,24.0,50.0,2.0,26,1156231.0,1940551.0,2016,10/11/2016 03:49:32 PM,41.992661354,-87.700688716,"(41.992661354, -87.700688716)"
2822039,9083981,HW224231,04/08/2013 10:00:00 AM,006XX W DRUMMOND PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1935,19.0,43.0,7.0,14,1171723.0,1918053.0,2013,02/04/2016 06:33:39 AM,41.930598021,-87.644369475,"(41.930598021, -87.644369475)"
2531242,8620702,HV294601,05/20/2012 04:00:00 AM,0000X N LOCKWOOD AVE,0460,BATTERY,SIMPLE,ALLEY,False,False,1522,15.0,28.0,25.0,08B,1141052.0,1899754.0,2012,02/04/2016 06:33:39 AM,41.881004459,-87.757530843,"(41.881004459, -87.757530843)"
2588562,8707287,HV383714,07/15/2012 03:00:00 AM,002XX E CHICAGO AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,HOSPITAL BUILDING/GROUNDS,False,False,1833,18.0,42.0,8.0,26,1178058.0,1905778.0,2012,02/04/2016 06:33:39 AM,41.896772914,-87.621464432,"(41.896772914, -87.621464432)"
3486291,10288082,HY476537,10/25/2015 11:00:00 PM,011XX N CLEAVER ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,1213,12.0,27.0,24.0,08B,1166509.0,1907962.0,2015,11/01/2015 03:56:35 PM,41.903021078,-87.663819147,"(41.903021078, -87.663819147)"
2802563,9052295,HW197663,03/18/2013 06:47:00 PM,010XX W JACKSON BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1232,12.0,2.0,28.0,14,1169584.0,1898816.0,2013,02/04/2016 06:33:39 AM,41.877857432,-87.652790586,"(41.877857432, -87.652790586)"
2694317,8874631,HV548547,11/05/2012 07:00:00 AM,006XX E 105TH ST,0880,THEFT,PURSE-SNATCHING,STREET,False,False,512,5.0,9.0,50.0,06,1182626.0,1835480.0,2012,02/04/2016 06:33:39 AM,41.703764176,-87.606869278,"(41.703764176, -87.606869278)"
3048786,9449244,HX102313,01/03/2014 11:30:00 AM,044XX N ELSTON AVE,0820,THEFT,$500 AND UNDER,OTHER,False,False,1722,17.0,45.0,16.0,06,1148101.0,1929228.0,2014,02/04/2016 06:33:39 AM,41.961751197,-87.730886794,"(41.961751197, -87.730886794)"
4050778,10431912,HZ169630,02/29/2016 04:00:00 PM,059XX W BELDEN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2515,25.0,37.0,19.0,07,1136234.0,1914668.0,2016,03/07/2016 03:59:45 PM,41.922017681,-87.774865995,"(41.922017681, -87.774865995)"
398683,10512518,HZ253693,05/06/2016 01:30:00 AM,084XX S WABASH AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,632,6.0,6.0,44.0,06,1178183.0,1849002.0,2016,05/13/2016 03:51:16 PM,41.740972,-87.622729857,"(41.740972, -87.622729857)"
2973849,9325451,HW468965,09/27/2013 03:45:00 AM,049XX N PULASKI RD,0460,BATTERY,SIMPLE,STREET,False,False,1712,17.0,39.0,14.0,08B,1148837.0,1932455.0,2013,02/04/2016 06:33:39 AM,41.970592083,-87.72809701,"(41.970592083, -87.72809701)"
2646756,8800153,HV473640,09/12/2012 06:00:00 PM,046XX W DIVERSEY AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,CONSTRUCTION SITE,False,False,2521,25.0,31.0,20.0,14,1144951.0,1918212.0,2012,02/04/2016 06:33:39 AM,41.931582515,-87.742747165,"(41.931582515, -87.742747165)"
3245769,9788352,HX438027,09/21/2014 11:33:00 PM,034XX W 47TH ST,2022,NARCOTICS,POSS: COCAINE,STREET,True,False,821,8.0,14.0,58.0,18,1154172.0,1873257.0,2014,02/04/2016 06:33:39 AM,41.808041853,-87.710060809,"(41.808041853, -87.710060809)"
2408559,8422973,HV102003,01/02/2012 03:10:00 PM,030XX W 19TH ST,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,False,False,1022,10.0,24.0,29.0,26,1156455.0,1890559.0,2012,02/04/2016 06:33:39 AM,41.85547491,-87.701220312,"(41.85547491, -87.701220312)"
3433913,10197559,HY385451,08/16/2015 09:57:00 PM,045XX N CENTRAL PARK AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,APARTMENT,False,True,1723,17.0,33.0,14.0,26,1151569.0,1929996.0,2015,08/24/2015 03:30:37 PM,41.963791026,-87.718116099,"(41.963791026, -87.718116099)"
2456309,8499558,HV172584,02/25/2012 03:00:00 PM,013XX N KILDARE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2534,25.0,37.0,23.0,14,1147470.0,1908405.0,2012,02/04/2016 06:33:39 AM,41.904623168,-87.733742138,"(41.904623168, -87.733742138)"
2865236,9151489,HW296787,05/30/2013 11:50:00 AM,020XX N ORCHARD ST,0810,THEFT,OVER $500,"SCHOOL, PUBLIC, BUILDING",True,False,1812,18.0,43.0,7.0,06,1171278.0,1913694.0,2013,02/04/2016 06:33:39 AM,41.918646522,-87.64613311,"(41.918646522, -87.64613311)"
3161356,9647303,HX298228,06/10/2014 05:15:00 PM,036XX W 68TH ST,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,False,False,833,8.0,13.0,65.0,05,1153249.0,1859274.0,2014,02/04/2016 06:33:39 AM,41.76968874,-87.71381573,"(41.76968874, -87.71381573)"
6133011,10667810,HZ418740,09/01/2016 11:00:00 PM,024XX N TALMAN AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,False,1431,14.0,1.0,22.0,05,1158290.0,1916226.0,2016,09/08/2016 03:48:43 PM,41.925870192,-87.693782785,"(41.925870192, -87.693782785)"
2750141,8964686,HW106662,01/06/2013 09:15:00 AM,040XX W WILCOX ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,True,False,1115,11.0,28.0,26.0,18,1149516.0,1899031.0,2013,02/04/2016 06:33:39 AM,41.87886043,-87.726470068,"(41.87886043, -87.726470068)"
3225854,9754463,HX404331,08/26/2014 04:00:00 PM,017XX N KEDZIE AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,1421,14.0,26.0,23.0,05,1154775.0,1911475.0,2014,02/04/2016 06:33:39 AM,41.912904271,-87.706826256,"(41.912904271, -87.706826256)"
3531115,10364644,HY556587,12/31/2015 10:10:00 PM,055XX W NORTH AVE,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,TAVERN/LIQUOR STORE,False,False,2532,25.0,37.0,25.0,10,1138925.0,1910082.0,2015,01/07/2016 04:14:34 PM,41.90938466,-87.765089988,"(41.90938466, -87.765089988)"
3443227,10215128,HY401285,08/28/2015 07:52:00 PM,039XX W GLADYS AVE,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,True,False,1132,11.0,24.0,26.0,24,1150105.0,1898063.0,2015,09/10/2015 11:43:14 AM,41.876192681,-87.724332574,"(41.876192681, -87.724332574)"
2913823,9227821,HW374645,07/22/2013 06:30:00 PM,027XX S AVERS AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),False,False,1031,10.0,22.0,30.0,06,1151148.0,1885597.0,2013,02/04/2016 06:33:39 AM,41.841964126,-87.720829533,"(41.841964126, -87.720829533)"
2771332,8999711,HW146803,02/06/2013 07:19:00 PM,033XX W GEORGE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,1412,14.0,35.0,21.0,18,1153798.0,1919104.0,2013,02/04/2016 06:33:39 AM,41.933858404,-87.710211875,"(41.933858404, -87.710211875)"
2844902,9120563,HW265120,05/07/2013 08:30:00 PM,019XX S HARDING AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1014,10.0,24.0,29.0,06,1150365.0,1890172.0,2013,02/04/2016 06:33:39 AM,41.854533787,-87.723583723,"(41.854533787, -87.723583723)"
2625622,8766239,HV441168,08/21/2012 11:58:00 PM,0000X W 63RD ST,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,False,False,312,3.0,20.0,69.0,07,1177271.0,1863237.0,2012,02/04/2016 06:33:39 AM,41.780055073,-87.625642261,"(41.780055073, -87.625642261)"
3053605,9458434,HX111605,01/10/2014 06:00:00 PM,045XX S DR MARTIN LUTHER KING JR DR,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,215,2.0,3.0,38.0,07,1179627.0,1874786.0,2014,02/04/2016 06:33:39 AM,41.811693051,-87.616651893,"(41.811693051, -87.616651893)"
2900576,9207279,HW353316,07/08/2013 01:46:00 PM,105XX S GREEN ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,True,False,2233,22.0,34.0,73.0,18,1172514.0,1834948.0,2013,02/04/2016 06:33:39 AM,41.702532401,-87.643912933,"(41.702532401, -87.643912933)"
3406608,10148693,HY338372,07/13/2015 12:03:00 AM,020XX W 79TH ST,0460,BATTERY,SIMPLE,SIDEWALK,False,False,611,6.0,18.0,71.0,08B,1163931.0,1852256.0,2015,08/17/2015 03:03:40 PM,41.750212539,-87.674856918,"(41.750212539, -87.674856918)"
2678338,8850299,HV523465,10/18/2012 08:00:00 AM,015XX W 62ND ST,1507,PROSTITUTION,SOLICIT OFF PUBLIC WAY,STREET,True,False,713,7.0,15.0,67.0,16,1166955.0,1863610.0,2012,02/04/2016 06:33:39 AM,41.781305382,-87.663451568,"(41.781305382, -87.663451568)"
3278166,9844003,HX493262,11/02/2014 02:00:00 AM,036XX N SHEFFIELD AVE,0870,THEFT,POCKET-PICKING,BAR OR TAVERN,False,False,1923,19.0,44.0,6.0,06,1168954.0,1924442.0,2014,02/04/2016 06:33:39 AM,41.948190326,-87.654358906,"(41.948190326, -87.654358906)"
3339504,10032577,HY222426,04/14/2015 11:19:00 PM,031XX W 21ST ST,2020,NARCOTICS,POSS: AMPHETAMINES,STREET,True,False,1022,10.0,24.0,29.0,18,1155869.0,1889902.0,2015,08/17/2015 03:03:40 PM,41.853683847,-87.703388909,"(41.853683847, -87.703388909)"
2608759,8739424,HV414700,08/04/2012 01:00:00 AM,076XX S COLES AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,VEHICLE NON-COMMERCIAL,False,False,421,4.0,7.0,43.0,04B,1196233.0,1855259.0,2012,02/04/2016 06:33:39 AM,41.757713649,-87.556390189,"(41.757713649, -87.556390189)"
3087532,9517190,HX172456,03/04/2014 06:00:00 AM,045XX W 66TH ST,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,False,False,833,8.0,13.0,65.0,05,1147284.0,1860454.0,2014,02/04/2016 06:33:39 AM,41.773042683,-87.735651038,"(41.773042683, -87.735651038)"
852439,9940952,HY129614,01/26/2015 04:35:00 PM,035XX S GILES AVE,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA PARKING LOT/GROUNDS,True,False,212,2.0,2.0,35.0,26,1178846.0,1881489.0,2015,08/17/2015 03:03:40 PM,41.830104461,-87.619312226,"(41.830104461, -87.619312226)"
3088587,9519750,HX174353,03/06/2014 11:01:00 AM,019XX W DEVON AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,2412,24.0,50.0,2.0,26,1162247.0,1942516.0,2014,02/04/2016 06:33:39 AM,41.997929286,-87.678504523,"(41.997929286, -87.678504523)"
6108176,10624210,HZ376852,07/29/2016 09:30:00 PM,003XX E RANDOLPH ST,0870,THEFT,POCKET-PICKING,PARK PROPERTY,False,False,114,1.0,42.0,32.0,06,1178722.0,1901251.0,2016,08/08/2016 03:55:14 PM,41.884335468,-87.619164088,"(41.884335468, -87.619164088)"
2643496,8794507,HV468832,09/09/2012 06:30:00 PM,017XX W ARTHUR AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,2432,24.0,40.0,1.0,26,1163637.0,1943483.0,2012,02/04/2016 06:33:39 AM,42.000553476,-87.673363794,"(42.000553476, -87.673363794)"
3181816,9681708,HX331638,07/05/2014 12:05:00 AM,007XX N WABASH AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,False,False,1834,18.0,42.0,8.0,04B,1176604.0,1905277.0,2014,02/04/2016 06:33:39 AM,41.895431126,-87.626819824,"(41.895431126, -87.626819824)"
2589250,8708158,HV383530,07/15/2012 02:40:00 AM,120XX S DOTY AVE W,0460,BATTERY,SIMPLE,OTHER,True,False,532,5.0,9.0,54.0,08B,1184127.0,1825103.0,2012,02/04/2016 06:33:39 AM,41.675253432,-87.601695694,"(41.675253432, -87.601695694)"
2937690,9267246,HW412168,08/17/2013 08:05:00 PM,017XX W 90TH PL,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,2221,22.0,21.0,73.0,18,1166458.0,1844664.0,2013,02/04/2016 06:33:39 AM,41.729325537,-87.665812623,"(41.729325537, -87.665812623)"
2843568,9117519,HW262327,05/01/2013 11:30:00 AM,0000X E 75TH ST,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,False,False,623,6.0,6.0,69.0,03,1177752.0,1855282.0,2013,02/04/2016 06:33:39 AM,41.758214815,-87.624119338,"(41.758214815, -87.624119338)"
3525902,10356484,HY547388,12/23/2015 10:00:00 AM,051XX S LOOMIS BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,934,9.0,16.0,61.0,08B,1167867.0,1870693.0,2015,01/10/2016 08:18:39 AM,41.800722429,-87.659904564,"(41.800722429, -87.659904564)"
3444671,10216927,HY403526,08/30/2015 04:00:00 PM,081XX S AVALON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,411,4.0,8.0,45.0,14,1185960.0,1851214.0,2015,09/10/2015 11:43:14 AM,41.746862199,-87.594166231,"(41.746862199, -87.594166231)"
3105754,9551907,HX203945,03/30/2014 01:55:00 AM,062XX S KARLOV AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,813,8.0,13.0,65.0,14,1150110.0,1862865.0,2014,02/04/2016 06:33:39 AM,41.779604494,-87.725228989,"(41.779604494, -87.725228989)"
3235235,9769116,HX420173,09/06/2014 09:33:00 AM,001XX W 87TH ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,GROCERY FOOD STORE,False,False,622,6.0,21.0,44.0,11,1176740.0,1847273.0,2014,02/04/2016 06:33:39 AM,41.736259984,-87.628068782,"(41.736259984, -87.628068782)"
3300163,9881276,HX531632,12/05/2014 07:30:00 PM,030XX S HAYNES CT,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESIDENCE,False,True,913,9.0,11.0,60.0,26,1168704.0,1884577.0,2014,02/04/2016 06:33:39 AM,41.838803519,-87.656433891,"(41.838803519, -87.656433891)"
2520807,8604110,HV278004,05/09/2012 01:30:00 AM,010XX E 93RD ST,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,False,False,413,4.0,8.0,47.0,04B,1184593.0,1843521.0,2012,02/04/2016 06:33:39 AM,41.725783883,-87.599415595,"(41.725783883, -87.599415595)"
3481302,10279763,HY467970,10/04/2015 04:30:00 PM,024XX W ROOSEVELT RD,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,TAVERN/LIQUOR STORE,False,False,1023,10.0,28.0,28.0,11,1160395.0,1894644.0,2015,10/22/2015 03:54:09 PM,41.866604054,-87.686645691,"(41.866604054, -87.686645691)"
6179165,10735273,HZ495016,10/30/2016 05:40:00 AM,003XX S HOMAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,True,True,1133,11.0,28.0,27.0,08B,1153765.0,1898461.0,2016,11/06/2016 03:51:13 PM,41.877212787,-87.710883629,"(41.877212787, -87.710883629)"
2703446,8889196,HV563034,11/15/2012 12:13:00 PM,110XX S HALSTED ST,041A,BATTERY,AGGRAVATED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),False,False,2233,22.0,34.0,75.0,04B,1172953.0,1831551.0,2012,02/04/2016 06:33:39 AM,41.693200858,-87.642405219,"(41.693200858, -87.642405219)"
3323037,10004287,HY194198,01/31/2015 01:00:00 PM,064XX N HAMILTON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2412,24.0,50.0,2.0,14,1160801.0,1942783.0,2015,08/17/2015 03:03:40 PM,41.998692163,-87.683816395,"(41.998692163, -87.683816395)"
6092784,10596358,HZ347630,07/13/2016 04:48:00 PM,088XX S LOWE AVE,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,False,False,2223,22.0,21.0,71.0,26,1173520.0,1846234.0,2016,07/20/2016 03:52:04 PM,41.733480632,-87.639896377,"(41.733480632, -87.639896377)"
3168158,9659406,HX309557,06/19/2014 12:08:00 AM,011XX N MILWAUKEE AVE,1330,CRIMINAL TRESPASS,TO LAND,OTHER,True,False,1213,12.0,27.0,24.0,26,1165952.0,1907936.0,2014,02/04/2016 06:33:39 AM,41.902961643,-87.665865852,"(41.902961643, -87.665865852)"
3337790,10029564,HY219459,04/11/2015 10:30:00 PM,013XX W NORTH AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),False,False,1433,14.0,32.0,24.0,07,1167262.0,1910775.0,2015,08/17/2015 03:03:40 PM,41.91072397,-87.660972253,"(41.91072397, -87.660972253)"
3383501,10109604,HY297977,06/12/2015 11:38:00 AM,038XX W DIVISION ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,PARKING LOT/GARAGE(NON.RESID.),True,False,1112,11.0,27.0,23.0,18,1150720.0,1907731.0,2015,08/17/2015 03:03:40 PM,41.90271069,-87.721821512,"(41.90271069, -87.721821512)"
3371173,10087712,HY276627,05/22/2015 06:30:00 PM,082XX S SANGAMON ST,0460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,False,False,613,6.0,21.0,71.0,08B,1171410.0,1850267.0,2015,08/17/2015 03:03:40 PM,41.744594124,-87.647508597,"(41.744594124, -87.647508597)"
6210966,10783047,HZ550752,12/13/2016 07:30:00 PM,058XX W HENDERSON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1633,16.0,38.0,15.0,14,1136788.0,1921677.0,2016,12/20/2016 03:49:10 PM,41.941241226,-87.772661997,"(41.941241226, -87.772661997)"
2718668,8913012,HV586536,12/03/2012 03:30:00 AM,074XX W TALCOTT AVE,0460,BATTERY,SIMPLE,HOSPITAL BUILDING/GROUNDS,True,False,1612,16.0,41.0,10.0,08B,1125755.0,1938877.0,2012,02/04/2016 06:33:39 AM,41.988630807,-87.812829371,"(41.988630807, -87.812829371)"
3417823,10169550,HY357787,07/27/2015 03:02:00 PM,007XX S LAWNDALE AVE,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,SIDEWALK,True,False,1133,11.0,24.0,27.0,24,1151836.0,1896323.0,2015,08/17/2015 03:03:40 PM,41.87138405,-87.718022689,"(41.87138405, -87.718022689)"
2587573,8706085,HV382403,07/14/2012 11:30:00 AM,004XX E 63RD ST,1330,CRIMINAL TRESPASS,TO LAND,CTA BUS STOP,True,False,313,3.0,20.0,42.0,26,1180098.0,1863330.0,2012,02/04/2016 06:33:39 AM,41.780245963,-87.615275297,"(41.780245963, -87.615275297)"
2494953,8562523,HV237533,04/11/2012 02:00:00 PM,020XX N LECLAIRE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,False,True,2522,25.0,37.0,19.0,08B,1142087.0,1913111.0,2012,02/04/2016 06:33:39 AM,41.917638496,-87.753398796,"(41.917638496, -87.753398796)"
3488256,10292355,HY480039,10/17/2015 10:07:00 AM,011XX W GRANVILLE AVE,0820,THEFT,$500 AND UNDER,CONVENIENCE STORE,False,False,2433,24.0,48.0,77.0,06,1167594.0,1941333.0,2015,11/02/2015 03:55:50 PM,41.99456922,-87.658869151,"(41.99456922, -87.658869151)"
