Unnamed: 0,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
3214961,9736322,HX386074,08/13/2014 04:00:00 PM,042XX W 25TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1013,10.0,22.0,30.0,08B,1148668.0,1887053.0,2014,02/04/2016 06:33:39 AM,41.846007752,-87.729892924,"(41.846007752, -87.729892924)"
3421543,10176538,HY363474,07/31/2015 03:00:00 PM,079XX S VINCENNES AVE,0330,ROBBERY,AGGRAVATED,STREET,False,False,621,6.0,17.0,44.0,03,1175003.0,1852462.0,2015,08/17/2015 03:03:40 PM,41.750538141,-87.634278086,"(41.750538141, -87.634278086)"
3018323,9397985,HW540673,11/20/2013 08:51:00 AM,039XX W FULLERTON AVE,0312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,DRUG STORE,False,False,2524,25.0,30.0,22.0,03,1149541.0,1915660.0,2013,02/04/2016 06:33:39 AM,41.924491602,-87.725945966,"(41.924491602, -87.725945966)"
3247576,9791935,HX441095,09/23/2014 03:30:00 PM,024XX N LAKEVIEW AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1935,19.0,43.0,7.0,14,1173151.0,1916691.0,2014,02/04/2016 06:33:39 AM,41.92682903,-87.639162462,"(41.92682903, -87.639162462)"
2668313,8834725,HV507488,10/06/2012 09:15:00 PM,051XX W PENSACOLA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1624,16.0,45.0,15.0,08B,1141387.0,1928438.0,2012,02/04/2016 06:33:39 AM,41.959710247,-87.755591141,"(41.959710247, -87.755591141)"
6099412,10606622,HZ358362,07/21/2016 02:20:00 PM,003XX S WHIPPLE ST,0560,ASSAULT,SIMPLE,SIDEWALK,False,True,1124,11.0,28.0,27.0,08A,1156098.0,1898340.0,2016,07/28/2016 03:54:39 PM,41.876834002,-87.702320746,"(41.876834002, -87.702320746)"
5627591,10505236,HZ246451,04/30/2016 06:00:00 PM,005XX N CENTRAL AVE,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,False,False,1523,15.0,37.0,25.0,08A,1138943.0,1902924.0,2016,05/07/2016 03:48:10 PM,41.889741913,-87.765198001,"(41.889741913, -87.765198001)"
863076,9961975,HY150708,02/13/2015 06:53:00 PM,075XX S YATES BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,True,False,414,4.0,7.0,43.0,18,1193509.0,1855532.0,2015,08/17/2015 03:03:40 PM,41.758529857,-87.566364189,"(41.758529857, -87.566364189)"
4044988,10423054,HZ161415,02/22/2016 06:15:00 PM,104XX S BENSLEY AVE,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,PARK PROPERTY,False,False,434,4.0,10.0,51.0,03,1194525.0,1836377.0,2016,03/03/2016 03:45:06 PM,41.705941932,-87.563268783,"(41.705941932, -87.563268783)"
4041337,10418589,HZ156454,02/18/2016 08:00:00 PM,003XX E BENTON PL,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,114,1.0,42.0,32.0,06,1178860.0,1901675.0,2016,02/25/2016 03:59:51 PM,41.885495793,-87.618644375,"(41.885495793, -87.618644375)"
2692513,8872272,HV545716,11/02/2012 07:05:00 PM,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,True,False,1832,18.0,42.0,8.0,11,1176223.0,1905805.0,2012,02/04/2016 06:33:39 AM,41.896888586,-87.628203192,"(41.896888586, -87.628203192)"
2739741,8948125,HV620191,12/28/2012 11:51:00 PM,064XX S HONORE ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENTIAL YARD (FRONT/BACK),True,False,726,7.0,15.0,67.0,15,1165120.0,1861955.0,2012,02/04/2016 06:33:39 AM,41.776802878,-87.670225887,"(41.776802878, -87.670225887)"
3235647,9769730,HX421047,09/08/2014 05:45:00 PM,097XX S YATES AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,431,4.0,7.0,51.0,14,1194110.0,1840773.0,2014,02/04/2016 06:33:39 AM,41.718015165,-87.564644745,"(41.718015165, -87.564644745)"
3153860,9633867,HX285178,06/01/2014 11:15:00 AM,048XX W DIVERSEY AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),False,False,2521,25.0,31.0,19.0,06,1143662.0,1918181.0,2014,02/04/2016 06:33:39 AM,41.931521715,-87.747484859,"(41.931521715, -87.747484859)"
840008,9917401,HY106836,01/06/2015 04:07:00 PM,040XX N MELVINA AVE,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,False,False,1624,16.0,38.0,15.0,06,1134295.0,1926427.0,2015,08/17/2015 03:03:40 PM,41.954320108,-87.781712539,"(41.954320108, -87.781712539)"
2886915,9186257,HW331529,06/23/2013 10:30:00 AM,046XX S WESTERN AVE,0890,THEFT,FROM BUILDING,RESIDENCE,False,False,922,9.0,12.0,58.0,06,1161142.0,1873957.0,2013,02/04/2016 06:33:39 AM,41.809821188,-87.684477071,"(41.809821188, -87.684477071)"
4046339,10425838,HZ163633,02/24/2016 02:30:00 PM,010XX N SPAULDING AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,False,1121,11.0,26.0,23.0,08A,1154121.0,1906741.0,2016,03/02/2016 03:50:30 PM,41.899926832,-87.709355418,"(41.899926832, -87.709355418)"
3016057,9393636,HW537555,11/15/2013 05:45:00 PM,053XX W FLETCHER ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,False,2514,25.0,30.0,19.0,05,1140244.0,1920426.0,2013,02/04/2016 06:33:39 AM,41.937745626,-87.759990423,"(41.937745626, -87.759990423)"
2642314,8793099,HV466970,09/08/2012 02:00:00 PM,128XX S LOWE AVE,0560,ASSAULT,SIMPLE,STREET,False,False,523,5.0,9.0,53.0,08A,1174318.0,1819869.0,2012,02/04/2016 06:33:39 AM,41.661113422,-87.637752956,"(41.661113422, -87.637752956)"
3222300,9748756,HX398518,08/22/2014 08:00:00 PM,072XX S WOLCOTT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,True,735,7.0,17.0,67.0,14,1164939.0,1856688.0,2014,02/04/2016 06:33:39 AM,41.762353346,-87.671038112,"(41.762353346, -87.671038112)"
2582351,8698082,HV374418,07/09/2012 03:30:00 PM,012XX W 91ST ST,4310,OTHER OFFENSE,POSSESSION OF BURGLARY TOOLS,SIDEWALK,True,False,2222,22.0,21.0,73.0,26,1169808.0,1844440.0,2012,02/04/2016 06:33:39 AM,41.728638902,-87.653547172,"(41.728638902, -87.653547172)"
4049187,10430164,HZ168017,02/27/2016 07:00:00 PM,025XX W BERWYN AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,2011,20.0,40.0,4.0,06,1158349.0,1935109.0,2016,03/05/2016 03:44:16 PM,41.977685067,-87.693047613,"(41.977685067, -87.693047613)"
2650651,8806084,HV479187,09/17/2012 05:55:00 AM,073XX S RHODES AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,False,323,3.0,6.0,69.0,08B,1181176.0,1856487.0,2012,02/04/2016 06:33:39 AM,41.761443317,-87.611533759,"(41.761443317, -87.611533759)"
3498192,10308856,HY495719,11/09/2015 05:47:00 PM,025XX N MASON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,2515,25.0,29.0,19.0,08B,1136302.0,1916195.0,2015,11/16/2015 04:00:25 PM,41.926206727,-87.77457958,"(41.926206727, -87.77457958)"
3184300,9685430,HX336067,07/08/2014 12:00:00 AM,013XX N RIDGEWAY AVE,0810,THEFT,OVER $500,STREET,False,False,2535,25.0,26.0,23.0,06,1151126.0,1908729.0,2014,02/04/2016 06:33:39 AM,41.905441347,-87.720303995,"(41.905441347, -87.720303995)"
6136987,10671955,HZ423756,09/06/2016 10:00:00 PM,054XX S KILDARE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,False,False,815,8.0,23.0,62.0,05,1148621.0,1868261.0,2016,09/13/2016 03:55:40 PM,41.794440738,-87.730549231,"(41.794440738, -87.730549231)"
3054910,9460343,HX112793,11/01/2013 01:00:00 PM,001XX W ELM ST,0890,THEFT,FROM BUILDING,APARTMENT,False,False,1824,18.0,42.0,8.0,06,1175121.0,1908069.0,2013,02/04/2016 06:33:39 AM,41.903125898,-87.632182661,"(41.903125898, -87.632182661)"
4038073,10413090,HZ150638,02/12/2016 06:30:00 AM,050XX N LOWELL AVE,0810,THEFT,OVER $500,STREET,False,False,1712,17.0,39.0,14.0,06,1146467.0,1933225.0,2016,02/19/2016 03:47:27 PM,41.972750632,-87.736792044,"(41.972750632, -87.736792044)"
2923514,9244708,HW387079,07/31/2013 01:50:00 PM,073XX S SOUTH CHICAGO AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,False,False,323,3.0,5.0,69.0,03,1184332.0,1856661.0,2013,02/04/2016 06:33:39 AM,41.761847539,-87.599961434,"(41.761847539, -87.599961434)"
2788408,9027182,HW174410,02/28/2013 09:51:00 PM,013XX E 75TH ST,2027,NARCOTICS,POSS: CRACK,APARTMENT,True,False,411,4.0,5.0,43.0,18,1186345.0,1855534.0,2013,02/04/2016 06:33:39 AM,41.758707614,-87.592619229,"(41.758707614, -87.592619229)"
6071596,10565304,HZ312544,06/18/2016 04:35:00 AM,004XX W 31ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,False,True,915,9.0,11.0,60.0,08B,1173660.0,1884378.0,2016,06/25/2016 03:51:43 PM,41.83814883,-87.63825381,"(41.83814883, -87.63825381)"
3532650,10366664,HZ102775,12/29/2015 04:00:00 AM,062XX S INDIANA AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,311,3.0,20.0,40.0,05,1178641.0,1863698.0,2015,01/07/2016 04:14:34 PM,41.781289054,-87.620605666,"(41.781289054, -87.620605666)"
2786169,9023015,HW169261,02/24/2013 03:06:00 PM,069XX S CLAREMONT AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,832,8.0,17.0,66.0,26,1161932.0,1858584.0,2013,02/04/2016 06:33:39 AM,41.767619245,-87.68200662,"(41.767619245, -87.68200662)"
2534528,8626379,HV299129,05/20/2012 12:30:00 AM,047XX S WOLCOTT AVE,2851,PUBLIC PEACE VIOLATION,ARSON THREAT,SIDEWALK,False,False,931,9.0,20.0,61.0,26,1164484.0,1873259.0,2012,02/04/2016 06:33:39 AM,41.8078359,-87.672238779,"(41.8078359, -87.672238779)"
6149980,10691295,HZ445731,09/22/2016 11:30:00 PM,033XX W FLOURNOY ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,VEHICLE NON-COMMERCIAL,True,False,1134,11.0,24.0,27.0,18,1154303.0,1896837.0,2016,09/29/2016 03:47:59 PM,41.872745636,-87.708951612,"(41.872745636, -87.708951612)"
3379153,10101688,HY290361,04/29/2015 02:55:00 AM,009XX W 95TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,True,False,2223,22.0,21.0,73.0,14,1171739.0,1841825.0,2015,08/17/2015 03:03:40 PM,41.721420903,-87.646549924,"(41.721420903, -87.646549924)"
3346284,10045148,HY233928,04/22/2015 12:00:00 AM,040XX W WARWICK AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1732,17.0,30.0,16.0,14,1148813.0,1924621.0,2015,08/17/2015 03:03:40 PM,41.949095471,-87.728388623,"(41.949095471, -87.728388623)"
3433365,10196857,HY384428,08/16/2015 04:00:00 AM,076XX S EVANS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,624,6.0,6.0,69.0,08B,1182545.0,1854617.0,2015,08/24/2015 03:30:37 PM,41.756280213,-87.606574205,"(41.756280213, -87.606574205)"
4031441,10405181,HZ141644,02/05/2016 09:30:00 AM,053XX W NORTH AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,False,False,2532,25.0,37.0,25.0,11,1140614.0,1910121.0,2016,02/12/2016 03:59:22 PM,41.909460808,-87.758884298,"(41.909460808, -87.758884298)"
3375211,10094914,HY283519,06/01/2015 12:40:00 PM,001XX W 114TH ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,522,5.0,34.0,49.0,11,1177292.0,1829361.0,2015,08/17/2015 03:03:40 PM,41.687094567,-87.626585087,"(41.687094567, -87.626585087)"
2433664,8464429,HV141066,02/01/2012 01:50:00 PM,087XX S STONY ISLAND AVE,0460,BATTERY,SIMPLE,SIDEWALK,False,False,412,4.0,8.0,48.0,08B,1188437.0,1847405.0,2012,02/04/2016 06:33:39 AM,41.736351182,-87.585211332,"(41.736351182, -87.585211332)"
3109184,9558160,HX209539,04/02/2014 06:00:00 PM,058XX N CUMBERLAND AVE,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),False,False,1614,16.0,41.0,76.0,06,1119306.0,1937378.0,2014,02/04/2016 06:33:39 AM,41.984622486,-87.836582104,"(41.984622486, -87.836582104)"
3000678,9368972,HW512343,10/29/2013 06:25:00 PM,0000X N MICHIGAN AVE,0890,THEFT,FROM BUILDING,RESTAURANT,False,False,112,1.0,42.0,32.0,06,1177309.0,1900530.0,2013,02/04/2016 06:33:39 AM,41.882389156,-87.624374606,"(41.882389156, -87.624374606)"
3107332,9554629,HX206538,03/29/2014 01:00:00 PM,029XX W ADDISON ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,False,False,1733,17.0,33.0,21.0,11,1155975.0,1923781.0,2014,02/04/2016 06:33:39 AM,41.946648722,-87.702084879,"(41.946648722, -87.702084879)"
3237620,9774128,HX424199,09/11/2014 07:45:00 AM,038XX W 66TH ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,True,False,833,8.0,13.0,65.0,05,1152008.0,1860566.0,2014,02/04/2016 06:33:39 AM,41.773258634,-87.718330876,"(41.773258634, -87.718330876)"
3174082,9669133,HX319141,06/25/2014 10:40:00 PM,026XX N SHEFFIELD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,CHA APARTMENT,False,True,1935,19.0,32.0,7.0,14,1169169.0,1917750.0,2014,02/04/2016 06:33:39 AM,41.929822507,-87.653763616,"(41.929822507, -87.653763616)"
3120175,9578131,HX228194,04/18/2014 11:20:00 AM,022XX S DR MARTIN LUTHER KING JR DR,0460,BATTERY,SIMPLE,HOTEL/MOTEL,True,False,132,1.0,2.0,33.0,08B,1178866.0,1889450.0,2014,02/04/2016 06:33:39 AM,41.851949553,-87.618995915,"(41.851949553, -87.618995915)"
4044400,10425581,HZ163261,02/20/2016 12:00:00 PM,075XX S CRANDON AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,414,4.0,7.0,43.0,05,1192845.0,1855417.0,2016,02/29/2016 03:51:18 PM,41.758230507,-87.568801396,"(41.758230507, -87.568801396)"
3252256,9799791,HX448914,09/30/2014 12:26:00 AM,041XX N PULASKI RD,0498,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,RESIDENCE,False,True,1723,17.0,39.0,16.0,04B,1148982.0,1927290.0,2014,02/04/2016 06:33:39 AM,41.956416138,-87.727698071,"(41.956416138, -87.727698071)"
3448302,10223302,HY409915,08/21/2015 03:00:00 PM,019XX S PULASKI RD,0610,BURGLARY,FORCIBLE ENTRY,GROCERY FOOD STORE,False,False,1014,10.0,24.0,29.0,05,1150020.0,1890290.0,2015,09/10/2015 11:43:14 AM,41.854864309,-87.724846958,"(41.854864309, -87.724846958)"
2421216,8443685,HV121909,01/17/2012 07:20:00 PM,045XX S LAWLER AVE,4510,OTHER OFFENSE,PROBATION VIOLATION,STREET,True,False,814,8.0,23.0,56.0,26,1143457.0,1874021.0,2012,02/04/2016 06:33:39 AM,41.810344903,-87.749342267,"(41.810344903, -87.749342267)"
6061259,10549596,HZ294946,06/05/2016 08:35:00 PM,063XX S ARTESIAN AVE,0460,BATTERY,SIMPLE,SIDEWALK,False,False,825,8.0,15.0,66.0,08B,1161127.0,1862620.0,2016,06/12/2016 03:52:19 PM,41.778711288,-87.684845766,"(41.778711288, -87.684845766)"
6208010,10778680,HZ545190,12/08/2016 09:05:00 PM,008XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,1833,18.0,42.0,8.0,06,1177338.0,1906181.0,2016,12/15/2016 03:54:52 PM,41.897895128,-87.624096605,"(41.897895128, -87.624096605)"
2741164,8949863,HV622252,12/30/2012 07:30:00 PM,075XX S STONY ISLAND AVE,0460,BATTERY,SIMPLE,GROCERY FOOD STORE,True,False,411,4.0,5.0,43.0,08B,1188123.0,1855151.0,2012,02/04/2016 06:33:39 AM,41.757614433,-87.586115266,"(41.757614433, -87.586115266)"
3391763,10123875,HY312535,06/23/2015 10:50:00 AM,077XX S YATES BLVD,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,True,True,421,4.0,7.0,43.0,26,1193543.0,1854070.0,2015,08/17/2015 03:03:40 PM,41.754517183,-87.566287357,"(41.754517183, -87.566287357)"
6223589,10801810,JA100897,01/01/2017 06:34:00 PM,012XX N WELLS ST,0890,THEFT,FROM BUILDING,GROCERY FOOD STORE,False,False,1821,18.0,43.0,8.0,06,,,2017,01/08/2017 03:48:20 PM,,,
3155994,9637831,HX288854,06/03/2014 09:05:00 PM,106XX S EDBROOKE AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,False,512,5.0,9.0,49.0,08A,1179143.0,1834470.0,2014,02/04/2016 06:33:39 AM,41.701072516,-87.619653906,"(41.701072516, -87.619653906)"
2672591,8841439,HV514202,10/11/2012 06:41:00 PM,013XX N HARDING AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,2535,25.0,27.0,23.0,18,1149809.0,1908469.0,2012,02/04/2016 06:33:39 AM,41.904753607,-87.725148583,"(41.904753607, -87.725148583)"
2456720,8500219,HV177170,02/29/2012 09:10:00 AM,081XX S KINGSTON AVE,0560,ASSAULT,SIMPLE,STREET,True,False,422,4.0,7.0,46.0,08A,1194594.0,1851443.0,2012,02/04/2016 06:33:39 AM,41.747282709,-87.562522089,"(41.747282709, -87.562522089)"
3278995,9845546,HX494770,11/04/2014 09:00:00 AM,028XX N CICERO AVE,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),False,False,2521,25.0,31.0,19.0,06,1143901.0,1918270.0,2014,02/04/2016 06:33:39 AM,41.931761455,-87.746604326,"(41.931761455, -87.746604326)"
6209600,10780925,HZ547928,12/11/2016 12:00:00 PM,039XX W JACKSON BLVD,2024,NARCOTICS,POSS: HEROIN(WHITE),CTA BUS STOP,True,False,1122,11.0,28.0,26.0,18,1150094.0,1898395.0,2016,12/18/2016 03:52:00 PM,41.877103941,-87.724364314,"(41.877103941, -87.724364314)"
2503743,8576958,HV251140,04/20/2012 07:45:00 PM,053XX W CHICAGO AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,True,False,1524,15.0,37.0,25.0,26,1140417.0,1904813.0,2012,02/04/2016 06:33:39 AM,41.894898651,-87.75973838,"(41.894898651, -87.75973838)"
2767265,8992791,HW133419,01/27/2013 08:50:00 AM,050XX W WASHINGTON BLVD,2017,NARCOTICS,MANU/DELIVER:CRACK,STREET,True,False,1533,15.0,28.0,25.0,18,1142765.0,1900033.0,2013,02/04/2016 06:33:39 AM,41.881738359,-87.751233791,"(41.881738359, -87.751233791)"
3466058,10252985,HY441074,09/28/2015 02:00:00 AM,043XX W 25TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,True,1013,10.0,22.0,30.0,14,1148124.0,1886706.0,2015,10/09/2015 03:58:54 PM,41.845066011,-87.731898303,"(41.845066011, -87.731898303)"
3348820,10048877,HY238263,04/27/2015 06:48:00 PM,071XX W IRVING PARK RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,1632,16.0,38.0,17.0,08B,1128235.0,1925818.0,2015,08/17/2015 03:03:40 PM,41.952753818,-87.804004226,"(41.952753818, -87.804004226)"
876809,9987045,HY177189,03/09/2015 08:10:00 AM,056XX S MC VICKER AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,False,False,811,8.0,23.0,56.0,04A,1137002.0,1866647.0,2015,08/17/2015 03:03:40 PM,41.790227303,-87.773195148,"(41.790227303, -87.773195148)"
3098614,9538879,HX192043,03/20/2014 01:00:00 AM,032XX N KILPATRICK AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1731,17.0,30.0,15.0,07,1144613.0,1921105.0,2014,02/04/2016 06:33:39 AM,41.93952756,-87.74391618,"(41.93952756, -87.74391618)"
2888595,9189103,HW332749,06/21/2013 04:00:00 PM,053XX W CHICAGO AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1524,15.0,37.0,25.0,14,1140708.0,1904818.0,2013,02/04/2016 06:33:39 AM,41.894907028,-87.758669478,"(41.894907028, -87.758669478)"
3518084,10343089,HY533529,12/11/2015 06:30:00 PM,016XX W 54TH ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,False,False,932,9.0,16.0,61.0,03,1166139.0,1868899.0,2015,12/18/2015 03:53:50 PM,41.795836456,-87.666292768,"(41.795836456, -87.666292768)"
2486691,8548665,HV224730,04/02/2012 10:05:00 AM,013XX W 108TH PL,0820,THEFT,$500 AND UNDER,RESIDENCE,False,True,2234,22.0,34.0,75.0,06,1169263.0,1832814.0,2012,02/04/2016 06:33:39 AM,41.696747164,-87.655878711,"(41.696747164, -87.655878711)"
3487687,10291021,HY478962,10/26/2015 08:00:00 PM,071XX S PEORIA ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,True,False,733,7.0,17.0,68.0,14,1171539.0,1857551.0,2015,01/15/2016 11:08:45 AM,41.764579535,-87.646822954,"(41.764579535, -87.646822954)"
6110854,10625527,HZ377876,08/04/2016 12:45:00 PM,054XX W MONROE ST,0560,ASSAULT,SIMPLE,SIDEWALK,False,False,1522,15.0,29.0,25.0,08A,1140288.0,1899131.0,2016,08/11/2016 03:53:07 PM,41.879308899,-87.760351512,"(41.879308899, -87.760351512)"
810245,10528961,HZ271847,05/19/2016 11:00:00 PM,028XX W LYNDALE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1414,14.0,35.0,22.0,14,1157073.0,1914959.0,2016,06/06/2016 03:48:33 PM,41.922418269,-87.698289147,"(41.922418269, -87.698289147)"
3187734,9691962,HX340155,07/11/2014 01:19:00 AM,090XX S DR MARTIN LUTHER KING JR DR,0313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,STREET,False,False,633,6.0,6.0,44.0,03,1180492.0,1845313.0,2014,02/04/2016 06:33:39 AM,41.730796315,-87.614382835,"(41.730796315, -87.614382835)"
2737791,8944630,HV617203,12/25/2012 12:00:00 PM,008XX N RACINE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1213,12.0,27.0,24.0,07,1168237.0,1905771.0,2012,02/04/2016 06:33:39 AM,41.896971649,-87.657535295,"(41.896971649, -87.657535295)"
3255752,9805901,HX454764,10/04/2014 10:41:00 AM,032XX W IRVING PARK RD,1330,CRIMINAL TRESPASS,TO LAND,BANK,True,False,1724,17.0,33.0,16.0,26,1154235.0,1926417.0,2014,02/04/2016 06:33:39 AM,41.953917073,-87.708409974,"(41.953917073, -87.708409974)"
885354,10198935,HY386559,12/20/2014 12:00:00 PM,012XX S MICHIGAN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,132,1.0,2.0,33.0,11,,,2014,02/04/2016 06:33:39 AM,,,
6171910,10724235,HZ482835,10/21/2016 12:00:00 AM,028XX N CICERO AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2521,25.0,31.0,19.0,07,1143886.0,1918666.0,2016,10/28/2016 03:46:52 PM,41.932848399,-87.746649491,"(41.932848399, -87.746649491)"
2459076,8504366,HV180966,03/02/2012 04:30:00 PM,089XX S ESCANABA AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,True,True,423,4.0,10.0,46.0,04B,1196944.0,1846190.0,2012,02/04/2016 06:33:39 AM,41.732809973,-87.554085507,"(41.732809973, -87.554085507)"
6164336,10712213,HZ469967,10/11/2016 07:30:00 AM,049XX W HIRSCH ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,2533,25.0,37.0,25.0,26,1143152.0,1908858.0,2016,10/18/2016 03:59:35 PM,41.905947976,-87.749592249,"(41.905947976, -87.749592249)"
3397974,10134710,HY323191,06/26/2015 09:00:00 AM,004XX S KILBOURN AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,1131,11.0,24.0,26.0,26,1146461.0,1897561.0,2015,08/17/2015 03:03:40 PM,41.874885305,-87.737725014,"(41.874885305, -87.737725014)"
3536970,10374093,HZ110496,01/10/2016 07:10:00 AM,064XX S EGGLESTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,722,7.0,20.0,68.0,08B,1174383.0,1862290.0,2016,01/17/2016 04:04:13 PM,41.777521134,-87.63625819,"(41.777521134, -87.63625819)"
4085213,10173972,HY355867,07/26/2015 12:56:00 AM,007XX W 71ST ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,732,7.0,6.0,68.0,14,1172672.0,1857798.0,2015,04/15/2016 03:49:27 PM,41.765232444,-87.642662948,"(41.765232444, -87.642662948)"
3003546,9374061,HW517184,11/01/2013 10:55:00 PM,051XX W CHICAGO AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,True,False,1531,15.0,28.0,25.0,18,1142126.0,1904847.0,2013,02/04/2016 06:33:39 AM,41.894960427,-87.753460758,"(41.894960427, -87.753460758)"
2834655,9103982,HW248299,04/25/2013 08:30:00 PM,098XX S CLAREMONT AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,2213,22.0,19.0,72.0,06,1162446.0,1839317.0,2013,02/04/2016 06:33:39 AM,41.714736936,-87.680658196,"(41.714736936, -87.680658196)"
2856128,9136944,HW282141,05/19/2013 10:05:00 PM,076XX S DORCHESTER AVE,0460,BATTERY,SIMPLE,STREET,False,False,411,4.0,5.0,43.0,08B,1186863.0,1854745.0,2013,02/04/2016 06:33:39 AM,41.75653027,-87.59074578,"(41.75653027, -87.59074578)"
2817649,9076749,HW221429,04/05/2013 11:24:00 PM,037XX W 31ST ST,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,True,False,1031,10.0,22.0,30.0,24,1151772.0,1883787.0,2013,02/04/2016 06:33:39 AM,41.836985022,-87.718587164,"(41.836985022, -87.718587164)"
3517734,10342553,HY533053,12/11/2015 10:40:00 AM,019XX E 75TH ST,0483,BATTERY,AGG PRO.EMP: OTHER DANG WEAPON,"SCHOOL, PUBLIC, GROUNDS",False,False,414,4.0,8.0,43.0,04B,1190747.0,1855632.0,2015,12/18/2015 03:53:50 PM,41.758871393,-87.576483298,"(41.758871393, -87.576483298)"
